SDD Version, SDDv2.0;
Software, TOPAS-nBio;
Author, Name;
Simulation Details, Nucleus simulation;
Source, Monoenergetic source;
Source type, 1;
Incident particles, 2212;
Mean particle energy, 0.030000;
Energy distribution, M, 0;
Particle fraction, 1.0;
Dose or fluence, 1, 1e-12;
Dose rate, 0.0;
Irradiation target, Nucleus;
Volumes, 0,5,5,5,0,0,0,1,4.65,4.65,4.65,0,0,0;
Chromosome sizes, 46,252.823,252.823,248.157,248.157,204.04,204.04,195.556,195.556,184.951,184.951,174.77,174.77,162.469,162.469,149.318,149.318,143.38,143.38,138.289,138.289,137.441,137.441,135.32,135.32,116.655,116.655,108.595,108.595,102.656,102.656,90.7788,90.7788,80.1738,80.1738,77.6286,77.6286,65.3268,65.3268,63.63,63.63,47.9346,47.9346,50.4798,50.4798,58.9638,158.227;
DNA Density, 14.4318;
Cell Cycle Phase, 0;
DNA Structure, 0, 1;
In vitro / in vivo, 0;
Proliferation status, 1;
Microenvironment, 20, 0.01;
Damage definition, 1, 0, 10, 10, 11.75;
Time, 0.000000;
Damage and primary count, 91, 42229;
Data entries, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0;
Additional information, ;
***EndOfHeader***;
0, 7049; 1.012695, -0.279131, -0.917054 / 1.012695, -0.279131, -0.917054 / 1.012695, -0.279131, -0.917054; 1, 12, 1, 0; 0.449522161648; 1, 0, 1; 1, 10, 0; 2, 1, 2 ;
0, 7049; 1.002033, -0.292739, -0.901330 / 1.002033, -0.292739, -0.901330 / 1.002033, -0.292739, -0.901330; 1, 12, 1, 0; 0.449525989527; 1, 0, 1; 1, 10, 0; 2, 1, 2 ;
0, 7049; 0.985795, -0.417418, -0.787365 / 0.985795, -0.417418, -0.787365 / 0.985795, -0.417418, -0.787365; 1, 12, 1, 0; 0.505852741654; 1, 0, 1; 1, 10, 0; 3, 1, 2 ;
0, 7049; 1.047835, -2.111708, -0.569843 / 1.047835, -2.111708, -0.569843 / 1.047835, -2.111708, -0.569843; 1, 12, 1, 0; 0.653663383502; 1, 0, 1; 1, 10, 0; 3, 1, 2 ;
0, 7049; 1.048530, -2.107855, -0.570409 / 1.048530, -2.107855, -0.570409 / 1.048530, -2.107855, -0.570409; 1, 12, 1, 0; 0.653664339041; 1, 0, 1; 1, 10, 0; 2, 1, 2 / 2, 3, 0 ;
0, 7049; 0.188088, -4.523358, -0.184725 / 0.188088, -4.523358, -0.184725 / 0.188088, -4.523358, -0.184725; 1, 15, 1, 0; 0.218218966986; 1, 0, 1; 1, 10, 0; 2, 1, 2 ;
0, 7049; 0.915838, -0.482122, -0.673378 / 0.916093, -0.482064, -0.673302 / 0.915582, -0.482179, -0.673453; 1, 16, 1, 0; 0.047681384210; 0, 2, 0; 1, 11, 0; 1, 1, 1 / 2, 2, 1 / 3, 8, 0 ;
0, 7049; 0.874644, -0.645615, 0.132743 / 0.874688, -0.645357, 0.133007 / 0.874599, -0.645873, 0.132479; 1, 16, 1, 0; 0.803778589913; 0, 2, 0; 1, 11, 0; 1, 1, 0 / 1, 2, 1 / 2, 1, 1 ;
0, 7049; 0.915753, -0.474215, -0.674490 / 0.915753, -0.474215, -0.674490 / 0.915753, -0.474215, -0.674490; 1, 16, 1, 0; 0.047680989081; 0, 1, 0; 0, 11, 0; 4, 1, 1 ;
0, 7049; 0.909559, -1.246071, -0.121115 / 0.909559, -1.246071, -0.121115 / 0.909559, -1.246071, -0.121115; 1, 16, 1, 0; 0.301069740903; 1, 0, 1; 0, 11, 0; 1, 6, 0 / 4, 1, 2 ;
0, 7049; 0.761969, -0.703150, -0.246244 / 0.761969, -0.703150, -0.246244 / 0.761969, -0.703150, -0.246244; 1, 16, 1, 0; 0.379106453056; 1, 0, 1; 0, 11, 0; 4, 1, 2 ;
0, 7049; 0.915159, -0.482007, -0.670267 / 0.915471, -0.481937, -0.669892 / 0.914847, -0.482077, -0.670643; 1, 16, 1, 0; 0.047681457878; 2, 1, 1; 2, 10, 0; 1, 4, 0 / 2, 4, 2 / 3, 1, 1 ;
0, 7049; 0.911243, -0.480094, -0.669452 / 0.911243, -0.480094, -0.669452 / 0.911243, -0.480094, -0.669452; 1, 16, 1, 0; 0.047680352857; 1, 0, 1; 1, 10, 0; 3, 1, 2 ;
0, 7049; 0.755206, -0.699259, -0.250851 / 0.755206, -0.699259, -0.250851 / 0.755206, -0.699259, -0.250851; 1, 16, 1, 0; 0.379105649404; 1, 0, 1; 1, 10, 0; 2, 1, 2 ;
0, 7049; 0.874198, -0.649411, 0.128440 / 0.874198, -0.649411, 0.128440 / 0.874198, -0.649411, 0.128440; 1, 16, 1, 0; 0.803779500718; 1, 0, 1; 1, 10, 0; 3, 1, 2 ;
0, 7049; 1.535860, 0.918979, 1.428253 / 1.535860, 0.918979, 1.428253 / 1.535860, 0.918979, 1.428253; 1, 26, 1, 0; 0.858097921221; 0, 1, 0; 0, 11, 0; 1, 1, 1 ;
1, 8471; 0.442419, -0.954709, -4.06555 / 0.442419, -0.954709, -4.06555 / 0.442419, -0.954709, -4.06555; 1, 1, 1, 0; 0.264980160049; 1, 0, 1; 1, 10, 0; 2, 1, 2 ;
0, 8471; 0.688387, -0.454666, -3.691607 / 0.688387, -0.454666, -3.691607 / 0.688387, -0.454666, -3.691607; 1, 1, 1, 0; 0.776950750564; 1, 0, 1; 1, 10, 0; 3, 1, 2 ;
0, 8471; 0.744889, -0.360767, -3.630097 / 0.744889, -0.360767, -3.630097 / 0.744889, -0.360767, -3.630097; 1, 1, 1, 0; 0.777799078566; 1, 0, 1; 1, 10, 0; 3, 1, 2 ;
0, 8471; 1.383907, 0.283497, -3.153010 / 1.383907, 0.283497, -3.153010 / 1.383907, 0.283497, -3.153010; 1, 2, 1, 0; 0.390810961969; 1, 0, 1; 0, 11, 0; 4, 1, 2 ;
1, 13098; -2.96895, 1.99328, -1.92183 / -2.96843, 1.99347, -1.92077 / -2.96947, 1.99308, -1.9229; 1, 6, 1, 0; 0.469542560731; 1, 0, 2; 1, 11, 0; 3, 10, 2 / 4, 1, 2 ;
0, 13098; -2.947265, 2.301784, -1.701842 / -2.947265, 2.301784, -1.701842 / -2.947265, 2.301784, -1.701842; 1, 6, 1, 0; 0.610856448876; 0, 1, 0; 0, 11, 0; 4, 1, 1 ;
0, 13098; -2.871509, 2.068458, -1.722523 / -2.871509, 2.068458, -1.722523 / -2.871509, 2.068458, -1.722523; 1, 6, 1, 0; 0.637177183712; 1, 0, 1; 0, 11, 0; 4, 1, 2 ;
0, 13098; -2.973075, 1.993150, -1.929509 / -2.973075, 1.993150, -1.929509 / -2.973075, 1.993150, -1.929509; 1, 6, 1, 0; 0.469542374493; 1, 0, 1; 1, 10, 0; 2, 1, 2 ;
0, 13098; -2.970774, 1.992179, -1.928919 / -2.970774, 1.992179, -1.928919 / -2.970774, 1.992179, -1.928919; 1, 6, 1, 0; 0.469542423503; 1, 0, 1; 1, 10, 0; 2, 1, 2 ;
0, 13098; -2.961062, 1.998229, -1.905659 / -2.961062, 1.998229, -1.905659 / -2.961062, 1.998229, -1.905659; 1, 6, 1, 0; 0.469552906731; 1, 0, 1; 1, 10, 0; 3, 1, 2 ;
0, 13098; -2.951033, 2.303572, -1.703163 / -2.951033, 2.303572, -1.703163 / -2.951033, 2.303572, -1.703163; 1, 6, 1, 0; 0.610855870559; 1, 0, 1; 1, 10, 0; 1, 7, 0 / 2, 1, 2 / 3, 2, 0 ;
0, 13098; -2.875646, 2.057419, -1.727336 / -2.875646, 2.057419, -1.727336 / -2.875646, 2.057419, -1.727336; 1, 6, 1, 0; 0.637169494051; 1, 0, 1; 1, 10, 0; 2, 1, 2 ;
0, 13098; -2.876303, 2.058097, -1.734971 / -2.876303, 2.058097, -1.734971 / -2.876303, 2.058097, -1.734971; 1, 6, 1, 0; 0.637169685189; 0, 1, 0; 1, 10, 0; 2, 1, 1 ;
1, 14438; 1.87382, -2.7047, 3.28476 / 1.87382, -2.7047, 3.28476 / 1.87382, -2.7047, 3.28476; 1, 40, 1, 0; 0.814116077322; 1, 0, 1; 1, 10, 0; 3, 1, 2 ;
